Year,Title,Length,Score,Sales,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
2006,Superman Returns,16,54,391,Adventure,Fantasy,Action,Science Fiction,0,0,0
2006,The Devil Wears Prada,21,70,326,Comedy,Drama,Romance,0,0,0,0
2006,Bon Cop Bad Cop,15,65,12,Action,Comedy,Crime,0,0,0,0
2006,You, Me and Dupree,18,54,130,Comedy,Romance,0,0,0,0,0
2006,Jindabyne,9,57,0,Crime,Drama,Mystery,Thriller,0,0,0
2006,Stormbreaker,12,51,23,Adventure,Action,Family,0,0,0,0
2006,One to Another,14,58,0,Drama,0,0,0,0,0,0
2006,Monster House,13,63,140,Animation,Comedy,Family,Fantasy,0,0,0
2006,Lady in the Water,17,53,42,Drama,Thriller,Fantasy,Mystery,0,0,0
2006,Little Miss Sunshine,20,75,100,Comedy,Drama,0,0,0,0,0
2006,The Host,8,67,88,Horror,Drama,Science Fiction,0,0,0,0
2006,The Ant Bully,13,55,55,Fantasy,Adventure,Animation,Comedy,Family,0,0
2006,Scoop,5,64,31,Comedy,Mystery,0,0,0,0,0
2006,Who Killed the Electric Car?,28,72,1,Documentary,0,0,0,0,0,0
2006,Talladega Nights: The Ballad of Ricky Bobby,43,62,162,Comedy,0,0,0,0,0,0
2006,Barnyard,8,53,72,Animation,Comedy,Family,0,0,0,0
2006,Snakes on a Plane,17,51,62,Action,Crime,Horror,Thriller,0,0,0
2006,The Tooth Fairy,15,43,0,Horror,0,0,0,0,0,0
2006,World Trade Center,18,59,162,Drama,History,Thriller,0,0,0,0
2006,Zoom,4,49,12,Family,Fantasy,Comedy,0,0,0,0
2006,Step Up,7,67,114,Music,Drama,Romance,Crime,0,0,0
2006,Pulse,5,50,29,Horror,Thriller,0,0,0,0,0
2006,Kabhi Alvida Naa Kehna,22,61,17,Drama,Romance,0,0,0,0,0
2006,Half Nelson,11,65,4,Drama,0,0,0,0,0,0
2006,The Illusionist,15,71,86,Fantasy,Drama,Thriller,Romance,0,0,0
2006,Idlewild,8,51,0,Crime,Drama,Music,0,0,0,0
2006,Beerfest,8,58,19,Comedy,0,0,0,0,0,0
2006,Fur: An Imaginary Portrait of Diane Arbus,41,58,2,Drama,Mystery,Romance,0,0,0,0
2006,Little Man,10,53,101,Comedy,Crime,0,0,0,0,0
2006,Crank,5,66,42,Action,Thriller,Crime,0,0,0,0
2006,The Last King of Scotland,25,74,48,Drama,0,0,0,0,0,0
2006,Idiocracy,9,63,0,Adventure,Comedy,Science Fiction,0,0,0,0
2006,Crossover,9,42,7,Action,Adventure,Drama,0,0,0,0
2006,Black Book,10,72,26,Drama,Thriller,War,0,0,0,0
2006,Alatriste,9,56,23,Action,0,0,0,0,0,0
2006,The Namesake,12,68,20,Drama,0,0,0,0,0,0
2006,Bobby,5,64,0,History,Drama,0,0,0,0,0
2006,The Fountain,12,68,15,Drama,Adventure,Science Fiction,Romance,0,0,0
2006,Exiled,6,70,0,Action,Crime,Thriller,0,0,0,0
2006,The Magic Flute,15,69,0,Comedy,Drama,Music,0,0,0,0
2006,Friends with Money,18,51,13,Comedy,Drama,Romance,0,0,0,0
2006,Fido,4,66,0,Romance,Comedy,Drama,Horror,0,0,0
2006,DOA: Dead or Alive,18,50,0,Adventure,Action,Thriller,0,0,0,0
2006,The Covenant,12,52,37,Action,Adventure,Fantasy,Horror,Science Fiction,Thriller,0
2006,Sherrybaby,10,63,0,Drama,0,0,0,0,0,0
2006,Babel,5,69,135,Drama,0,0,0,0,0,0
2006,Stranger Than Fiction,21,71,53,Comedy,Drama,Fantasy,Romance,0,0,0
2006,Rescue Dawn,11,69,7,Adventure,Drama,War,0,0,0,0
2006,Lake of Fire,12,80,0,Documentary,0,0,0,0,0,0
2006,Bella,5,67,0,Drama,Romance,0,0,0,0,0
2006,A Good Year,11,65,42,Comedy,Drama,Romance,0,0,0,0
2006,Copying Beethoven,17,62,0,Drama,0,0,0,0,0,0
2006,All the King's Men,18,57,9,Drama,Thriller,0,0,0,0,0
2006,This Is England,15,74,8,Drama,Crime,0,0,0,0,0
2006,Perfume: The Story of a Murderer,32,71,132,Crime,Fantasy,Drama,0,0,0,0
2006,Happily N'Ever After,20,46,38,Animation,Comedy,Family,Fantasy,Science Fiction,0,0
2006,The Queen,9,68,123,Drama,0,0,0,0,0,0
2006,The Black Dahlia,16,57,49,Drama,0,0,0,0,0,0
2006,Gridiron Gang,13,65,41,Action,Adventure,Crime,Drama,0,0,0
2006,Beer League,11,53,0,Comedy,0,0,0,0,0,0
2006,The Naked Ape,13,50,0,Drama,Comedy,Family,0,0,0,0
2006,Jackass Number Two,18,64,72,Action,Comedy,Documentary,0,0,0,0
2006,Flyboys,7,63,17,Action,Adventure,Drama,History,Romance,War,0
2006,Children of Men,15,74,69,Drama,Action,Thriller,Science Fiction,0,0,0
2006,School for Scoundrels,21,56,17,Comedy,Drama,Romance,0,0,0,0
2006,Open Season,11,61,197,Adventure,Animation,Family,0,0,0,0
2006,Facing the Giants,17,66,10,Drama,0,0,0,0,0,0
2006,The History Boys,16,66,13,Comedy,Drama,0,0,0,0,0
2006,The Departed,12,79,289,Drama,Thriller,Crime,0,0,0,0
2006,The Texas Chainsaw Massacre: The Beginning,42,59,0,Horror,0,0,0,0,0,0
2006,Love's Abiding Joy,18,58,0,TV Movie,Action,Drama,Family,0,0,0
2006,Little Children,15,69,14,Romance,Drama,0,0,0,0,0
2006,Employee of the Month,21,53,38,Comedy,Romance,0,0,0,0,0
2006,Man of the Year,15,58,41,Comedy,Drama,Romance,Thriller,0,0,0
2006,Out of the Blue,15,59,0,Drama,0,0,0,0,0,0
2006,The Marine,10,50,22,Action,Adventure,Drama,Thriller,0,0,0
2006,The Grudge 2,12,52,39,Horror,Thriller,0,0,0,0,0
2006,One Night with the King,23,61,13,Drama,0,0,0,0,0,0
2006,The Hoax,8,64,11,Comedy,Drama,0,0,0,0,0
2006,The Astronaut Farmer,20,62,11,Adventure,Comedy,Drama,Science Fiction,0,0,0
2006,Flags of Our Fathers,20,67,65,War,Drama,History,0,0,0,0
2006,51 Birch Street,15,68,0,Documentary,0,0,0,0,0,0
2006,The Prestige,12,80,109,Drama,Mystery,Thriller,0,0,0,0
2006,The Ultimate Gift,17,68,0,Romance,Drama,Family,0,0,0,0
2006,Night at the Museum,19,63,574,Action,Adventure,Comedy,Family,Fantasy,0,0
2006,Flicka,6,61,21,Drama,0,0,0,0,0,0
2006,Flushed Away,12,60,64,Adventure,Animation,Comedy,Family,0,0,0
2006,Saw III,7,61,163,Horror,Thriller,Crime,0,0,0,0
2006,Running with Scissors,21,58,6,Drama,Comedy,0,0,0,0,0
2006,Faith Like Potatoes,19,60,0,Drama,0,0,0,0,0,0
2006,Catch a Fire,12,64,4,Action,Drama,Thriller,0,0,0,0
2006,Scott Walker: 30 Century Man,28,70,0,Documentary,Music,0,0,0,0,0
2006,Borat: Cultural Learnings of America for Make Benefit Glorious,62,65,261,Comedy,0,0,0,0,0,0
2006,The Dead Girl,13,64,0,Mystery,Drama,Crime,Thriller,0,0,0
2006,Casino Royale,13,73,599,Adventure,Action,Thriller,0,0,0,0
2006,Infamous,8,64,1,Drama,0,0,0,0,0,0
2006,Happy Feet,10,59,384,Animation,Comedy,0,0,0,0,0
2006,Let's Go to Prison,18,55,4,Comedy,Crime,0,0,0,0,0
2006,Opal Dream,10,61,0,Drama,Family,Foreign,0,0,0,0
2006,For Your Consideration,22,59,5,Comedy,Drama,0,0,0,0,0
2006,Deck the Halls,14,51,47,Comedy,Family,0,0,0,0,0
2006,Thr3e,5,48,0,Drama,Horror,Thriller,0,0,0,0
2006,The Nativity Story,18,64,0,Drama,History,0,0,0,0,0
2006,London to Brighton,18,65,0,Crime,Drama,Thriller,0,0,0,0
2006,Farce of the Penguins,21,32,0,Comedy,Documentary,0,0,0,0,0
2006,Miss Potter,11,63,35,Drama,Family,Romance,0,0,0,0
2006,Dil Jo Bhi Kahey...,19,0,0,Romance,0,0,0,0,0,0
2006,Blood Diamond,13,73,170,Drama,Thriller,Action,0,0,0,0
2006,Apocalypto,10,73,120,Action,Adventure,Drama,Thriller,0,0,0
2006,Unaccompanied Minors,20,54,0,Comedy,Family,0,0,0,0,0
2006,The Holiday,11,67,194,Comedy,Romance,0,0,0,0,0
2006,The Good German,15,59,5,War,Crime,Drama,Mystery,Romance,Thriller,0
2006,Black Snake Moan,16,66,10,Drama,0,0,0,0,0,0
2006,The Painted Veil,16,71,0,Drama,Romance,0,0,0,0,0
2006,Smokin' Aces,12,64,57,Action,Comedy,Crime,Thriller,0,0,0
2006,300,3,70,422,Action,Adventure,War,0,0,0,0
2006,We Are Marshall,15,67,43,Drama,0,0,0,0,0,0
2006,Arthur and the Invisibles,25,60,107,Adventure,Fantasy,Animation,Family,0,0,0
2006,The Pursuit of Happyness,24,77,307,Drama,0,0,0,0,0,0
2006,Eragon,6,49,249,Fantasy,Action,Adventure,Family,0,0,0
2006,Charlotte's Web,15,58,144,Comedy,Family,Fantasy,0,0,0,0
2006,Letters from Iwo Jima,21,72,68,Action,Adventure,Drama,War,0,0,0
2006,I Served the King of England,28,70,0,Comedy,Drama,0,0,0,0,0
2006,Rocky Balboa,12,65,155,Drama,0,0,0,0,0,0
2006,Curse of the Golden Flower,26,66,0,Action,Drama,Fantasy,0,0,0,0
2006,Notes on a Scandal,18,69,49,Drama,Romance,0,0,0,0,0
2006,Dreamgirls,10,66,154,Drama,0,0,0,0,0,0
2006,Black Christmas,15,48,21,Horror,Thriller,0,0,0,0,0
2006,Poultrygeist: Night of the Chicken Dead,39,59,0,Horror,Comedy,0,0,0,0,0
2006,Factory Girl,12,62,0,Drama,0,0,0,0,0,0
2007,Tin Can Man,11,20,0,Horror,0,0,0,0,0,0
2007,The Living Wake,15,50,0,Comedy,0,0,0,0,0,0
2007,Redacted,8,62,0,Drama,War,0,0,0,0,0
2007,Kiss the Bride,14,42,0,Drama,Comedy,Romance,0,0,0,0
2007,And Then Came Love,18,50,0,Comedy,Romance,0,0,0,0,0
2007,A Mighty Heart,14,67,18,Drama,Thriller,0,0,0,0,0
2007,White Noise 2: The Light,24,56,0,Thriller,Drama,Horror,Fantasy,0,0,0
2007,Freedom Writers,15,75,41,Crime,Drama,0,0,0,0,0
2007,Code Name: The Cleaner,22,47,10,Action,Comedy,Crime,0,0,0,0
2007,The Savages,11,68,0,Drama,0,0,0,0,0,0
2007,Teeth,5,52,0,Comedy,Horror,0,0,0,0,0
2007,In the Shadow of the Moon,25,76,0,Documentary,0,0,0,0,0,0
2007,Finishing The Game,18,49,0,Comedy,0,0,0,0,0,0
2007,Trade,5,68,0,Drama,Thriller,0,0,0,0,0
2007,The Good Night,14,57,0,Comedy,Drama,Romance,Fantasy,Music,0,0
2007,Epic Movie,10,32,86,Action,Adventure,Comedy,0,0,0,0
2007,Blood and Chocolate,19,54,0,Drama,Fantasy,Horror,Romance,0,0,0
2007,Moliere,7,67,0,Romance,Drama,Comedy,0,0,0,0
2007,Partition,9,64,0,Drama,Foreign,Romance,0,0,0,0
2007,Because I Said So,17,58,69,Comedy,0,0,0,0,0,0
2007,Hannibal Rising,15,60,82,Crime,Drama,Thriller,0,0,0,0
2007,Premonition,11,58,84,Thriller,Drama,Mystery,0,0,0,0
2007,Dragon Wars: D-War,18,40,53,Fantasy,Drama,Horror,Action,Thriller,Science Fiction,0
2007,You Kill Me,11,62,2,Comedy,Crime,Thriller,Romance,0,0,0
2007,The Last Sin Eater,18,62,0,Drama,0,0,0,0,0,0
2007,Music and Lyrics,16,62,145,Comedy,Music,Romance,0,0,0,0
2007,Death at a Funeral,18,69,0,Comedy,Drama,0,0,0,0,0
2007,Goodbye Bafana,14,70,0,History,Drama,0,0,0,0,0
2007,Hot Fuzz,8,74,80,Crime,Action,Comedy,0,0,0,0
2007,88 Minutes,10,57,16,Crime,Mystery,Thriller,0,0,0,0
2007,Ghost Rider,11,52,228,Thriller,Action,Fantasy,Horror,0,0,0
2007,Bridge to Terabithia,20,70,137,Adventure,Drama,Family,0,0,0,0
2007,The Number 23,13,63,77,Thriller,Drama,Mystery,0,0,0,0
2007,Reno 911!: Miami,16,56,20,Action,Adventure,Comedy,Crime,0,0,0
2007,Certifiably Jonathan,20,0,0,Comedy,0,0,0,0,0,0
2007,Zodiac,6,73,84,Crime,Drama,Mystery,Thriller,0,0,0
2007,Wild Hogs,9,56,253,Action,Adventure,Comedy,0,0,0,0
2007,Becoming Jane,13,69,37,Drama,Romance,0,0,0,0,0
2007,A Dog's Breakfast,17,59,0,Comedy,0,0,0,0,0,0
2007,I Think I Love My Wife,22,50,13,Comedy,Romance,0,0,0,0,0
2007,The Hills Have Eyes 2,21,52,0,Horror,Thriller,0,0,0,0,0
2007,Shooter,7,69,95,Action,Drama,Mystery,Thriller,Crime,0,0
2007,Mr. Bean's Holiday,18,61,229,Family,Comedy,0,0,0,0,0
2007,TMNT,4,60,95,Adventure,Animation,Comedy,Family,0,0,0
2007,Reign Over Me,13,71,22,Drama,0,0,0,0,0,0
2007,Once,4,73,20,Drama,Music,Romance,0,0,0,0
2007,Namastey London,15,66,0,Drama,Foreign,Romance,0,0,0,0
2007,Blades of Glory,15,59,0,Action,Comedy,Drama,0,0,0,0
2007,The Hammer,10,65,0,Comedy,0,0,0,0,0,0
2007,The Reaping,11,54,62,Horror,0,0,0,0,0,0
2007,Sunshine,8,70,32,Science Fiction,Thriller,0,0,0,0,0
2007,Grindhouse,10,68,25,Thriller,Action,Horror,0,0,0,0
2007,[REC],5,71,30,Horror,Mystery,0,0,0,0,0
2007,Disturbia,9,66,117,Thriller,Drama,Mystery,0,0,0,0
2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,52,65,0,Animation,Comedy,0,0,0,0,0
2007,In the Land of Women,20,58,17,Romance,Comedy,Drama,0,0,0,0
2007,The Last Legion,15,50,25,Action,Adventure,Fantasy,War,0,0,0
2007,28 Weeks Later,14,65,64,Horror,Thriller,Science Fiction,0,0,0,0
2007,Ta Ra Rum Pum,13,60,0,Family,Comedy,Romance,0,0,0,0
2007,Straightheads,13,52,0,Thriller,0,0,0,0,0,0
2007,Taxi to the Dark Side,21,66,0,Documentary,0,0,0,0,0,0
2007,Purple Violets,14,57,0,Comedy,Drama,Romance,0,0,0,0
2007,Brooklyn Rules,14,58,0,Drama,Action,Thriller,0,0,0,0
2007,Spider-Man 3,12,59,890,Fantasy,Action,Adventure,0,0,0,0
2007,Lucky You,9,54,5,Drama,Romance,0,0,0,0,0
2007,Georgia Rule,12,56,0,Comedy,Drama,Romance,0,0,0,0
2007,Stomp the Yard,14,61,75,Drama,Music,0,0,0,0,0
2007,My Blueberry Nights,19,60,21,Drama,Romance,0,0,0,0,0
2007,Shrek the Third,15,60,798,Fantasy,Adventure,Animation,Comedy,Family,0,0
2007,September Dawn,14,50,0,Drama,Action,History,Western,Romance,0,0
2007,Sicko,5,73,24,Documentary,0,0,0,0,0,0
2007,Savage Grace,12,57,0,Drama,0,0,0,0,0,0
2007,U2 3D,5,67,22,Music,Documentary,0,0,0,0,0
2007,Pirates of the Caribbean: At World's End,40,69,961,Adventure,Fantasy,Action,0,0,0,0
2007,The Diving Bell and the Butterfly,33,74,19,Drama,0,0,0,0,0,0
2007,Persepolis,10,77,0,Animation,Drama,0,0,0,0,0
2007,We Own the Night,16,65,54,Drama,Crime,Thriller,0,0,0,0
2007,Waitress,8,67,22,Comedy,0,0,0,0,0,0
2007,Knocked Up,10,62,219,Comedy,Romance,Drama,0,0,0,0
2007,Gracie,6,60,2,Drama,0,0,0,0,0,0
2007,Ocean's Thirteen,16,65,311,Crime,Thriller,0,0,0,0,0
2007,Surf's Up,9,59,149,Animation,Comedy,Family,0,0,0,0
2007,Hostel: Part II,15,56,35,Horror,0,0,0,0,0,0
2007,Evan Almighty,13,53,173,Fantasy,Comedy,Family,0,0,0,0
2007,The Man from Earth,18,77,0,Science Fiction,Drama,0,0,0,0,0
2007,Fantastic 4: Rise of the Silver Surfer,38,54,289,Adventure,Fantasy,Action,Thriller,0,0,0
2007,Resurrecting the Champ,22,59,0,Drama,0,0,0,0,0,0
2007,The Trials Of Darryl Hunt,25,68,0,Documentary,0,0,0,0,0,0
2007,Sublime,7,53,0,Horror,Thriller,0,0,0,0,0
2007,Nancy Drew,10,58,0,Action,Adventure,Crime,Family,Mystery,Thriller,0
2007,Live Free or Die Hard,21,64,383,Action,Thriller,0,0,0,0,0
2007,Ratatouille,11,75,623,Animation,Comedy,Family,Fantasy,0,0,0
2007,Transformers,12,66,709,Adventure,Science Fiction,Action,0,0,0,0
2007,Harry Potter and the Order of the Phoenix,41,74,938,Adventure,Fantasy,Family,Mystery,0,0,0
2007,Caramel,7,68,0,Drama,Comedy,Romance,0,0,0,0
2007,License to Wed,14,52,69,Comedy,0,0,0,0,0,0
2007,Rockaway,8,58,0,Action,Adventure,Drama,0,0,0,0
2007,The Legend of God's Gun,23,0,0,Action,Western,0,0,0,0,0
2007,1408,4,65,94,Horror,Thriller,0,0,0,0,0
2007,Hairspray,9,65,90,Family,Comedy,Music,Romance,0,0,0
2007,Carousel of Revenge,19,0,0,Thriller,Mystery,0,0,0,0,0
2007,The Death and Life of Bobby Z,29,58,0,Drama,Action,Thriller,Crime,0,0,0
2007,The Simpsons Movie,18,69,527,Animation,Comedy,Family,0,0,0,0
2007,No Reservations,15,61,92,Comedy,0,0,0,0,0,0
2007,Who's Your Caddy?,17,38,0,Comedy,0,0,0,0,0,0
2007,No End in Sight,15,72,1,Documentary,0,0,0,0,0,0
2007,Butterfly on a Wheel,20,63,0,Crime,Drama,Thriller,0,0,0,0
2007,The Ten,7,49,0,Comedy,0,0,0,0,0,0
2007,The Bourne Ultimatum,20,73,442,Action,Drama,Mystery,Thriller,0,0,0
2007,Hot Rod,7,63,14,Action,Comedy,0,0,0,0,0
2007,Gandhi, My Father,17,60,0,Drama,Foreign,History,0,0,0,0
2007,The Company,11,70,0,Drama,0,0,0,0,0,0
2007,Rush Hour 3,11,61,258,Action,Comedy,Crime,Thriller,0,0,0
2007,Daddy Day Camp,14,44,18,Comedy,Family,0,0,0,0,0
2007,Stardust,8,71,135,Adventure,Fantasy,Romance,Family,0,0,0
2007,The Invasion,12,57,15,Science Fiction,Thriller,0,0,0,0,0
2007,Superbad,8,70,121,Comedy,0,0,0,0,0,0
2007,High School Musical 2,21,61,7,Comedy,Drama,Family,Music,0,0,0
2007,The Kingdom,11,65,86,Thriller,Action,Drama,0,0,0,0
2007,War,3,60,40,Action,Thriller,Crime,0,0,0,0
2007,Eye of the Dolphin,18,71,0,Drama,0,0,0,0,0,0
2007,4 Months, 3 Weeks and 2 Days,28,73,1,Drama,0,0,0,0,0,0
2007,The Orphanage,13,71,44,Horror,Drama,Thriller,0,0,0,0
2007,Atonement,9,74,129,Drama,Romance,0,0,0,0,0
2007,In the Valley of Elah,21,66,29,History,Drama,Thriller,Crime,Mystery,0,0
2007,Death Sentence,14,65,16,Action,Crime,Drama,Thriller,0,0,0
2007,The Assassination of Jesse James by the Coward Robert Ford,58,70,14,Action,Drama,Western,0,0,0,0
2007,The Hunting Party,17,66,0,Action,Adventure,Thriller,Drama,0,0,0
2007,Run, Fatboy, Run,16,62,33,Comedy,Romance,0,0,0,0,0
2007,3:10 to Yuma,12,69,70,Western,0,0,0,0,0,0
2007,The Brothers Solomon,20,49,0,Comedy,0,0,0,0,0,0
2007,Rendition,9,62,24,Drama,Thriller,0,0,0,0,0
2007,The Life Before Her Eyes,24,61,0,Thriller,Drama,Mystery,0,0,0,0
2007,Diary of the Dead,17,54,5,Horror,Action,Science Fiction,0,0,0,0
2007,Elizabeth: The Golden Age,25,66,74,Drama,History,Romance,0,0,0,0
2007,Into the Wild,13,78,56,Adventure,Drama,0,0,0,0,0
2007,All Hat,7,10,0,Action,Comedy,Drama,Western,0,0,0
2007,Married Life,12,61,0,Crime,Drama,Romance,0,0,0,0
2007,Paranormal Activity,19,59,193,Horror,Mystery,0,0,0,0,0
2007,Eastern Promises,16,72,55,Thriller,Crime,Mystery,0,0,0,0
2007,Across the Universe,19,71,0,Adventure,Drama,Music,Romance,0,0,0
2007,Timecrimes,10,70,0,Science Fiction,Thriller,0,0,0,0,0
2007,Resident Evil: Extinction,25,61,148,Horror,Action,Science Fiction,0,0,0,0
2007,Mongol: The Rise of Genghis Khan,32,65,26,History,0,0,0,0,0,0
2007,Sydney White,12,60,13,Comedy,0,0,0,0,0,0
2007,Good Luck Chuck,15,55,59,Comedy,Drama,Romance,0,0,0,0
2007,Things We Lost in the Fire,26,67,2,Drama,0,0,0,0,0,0
2007,Control,7,75,8,Drama,0,0,0,0,0,0
2007,Slacker Uprising,16,59,0,Documentary,0,0,0,0,0,0
2007,The Game Plan,13,60,147,Comedy,Family,0,0,0,0,0
2007,Michael Clayton,15,65,92,Drama,Mystery,Crime,0,0,0,0
2007,Shotgun Stories,15,69,0,Drama,Thriller,0,0,0,0,0
2007,My Name Is Bruce,16,59,0,Comedy,Horror,0,0,0,0,0
2007,I'm Not There.,14,66,4,Drama,Music,0,0,0,0,0
2007,Love in the Time of Cholera,27,64,4,Drama,Romance,0,0,0,0,0
2007,When Did You Last See Your Father?,34,69,0,Drama,0,0,0,0,0,0
2007,Jack Brooks: Monster Slayer,27,57,0,Action,Comedy,Horror,0,0,0,0
2007,Why Did I Get Married?,22,61,55,Comedy,Drama,0,0,0,0,0
2007,Lars and the Real Girl,22,71,11,Comedy,Romance,Drama,0,0,0,0
2007,Elite Squad,11,78,0,Drama,Action,Crime,0,0,0,0
2007,The Kite Runner,15,73,73,Drama,0,0,0,0,0,0
2007,30 Days of Night,16,62,75,Horror,Thriller,0,0,0,0,0
2007,Funny Games,11,63,7,Horror,Thriller,Crime,0,0,0,0
2007,Lions for Lambs,15,60,63,Action,Adventure,Drama,History,0,0,0
2007,Saw IV,6,59,139,Horror,Thriller,Crime,0,0,0,0
2007,Bee Movie,9,57,287,Family,Animation,Adventure,Comedy,0,0,0
2007,Martian Child,13,68,0,Drama,0,0,0,0,0,0
2007,American Gangster,17,74,266,Drama,Crime,0,0,0,0,0
2007,Beowulf,7,55,195,Adventure,Action,Animation,0,0,0,0
2007,No Country for Old Men,22,77,171,Crime,Drama,Thriller,0,0,0,0
2007,P.S. I Love You,15,69,156,Drama,Romance,0,0,0,0,0
2007,Brick Lane,10,52,0,Drama,0,0,0,0,0,0
2007,Enchanted,9,66,340,Comedy,Family,Fantasy,Romance,0,0,0
2007,The Mist,8,67,57,Science Fiction,Horror,Thriller,0,0,0,0
2007,Hitman,6,59,99,Action,Crime,Drama,Thriller,0,0,0
2007,August Rush,11,71,66,Drama,0,0,0,0,0,0
2007,This Christmas,14,71,0,Comedy,Drama,0,0,0,0,0
2007,Awake,5,63,14,Thriller,Crime,Mystery,0,0,0,0
2007,In the Name of the King: A Dungeon Siege Tale,45,41,0,Adventure,Fantasy,Action,Drama,0,0,0
2007,The Golden Compass,18,58,372,Adventure,Fantasy,0,0,0,0,0
2007,Juno,4,70,231,Comedy,Drama,Romance,0,0,0,0
2007,Timber Falls,12,52,0,Horror,Thriller,0,0,0,0,0
2007,The Warlords,12,63,0,Action,Drama,History,0,0,0,0
2007,Alvin and the Chipmunks,23,55,361,Comedy,Music,Family,Fantasy,Animation,0,0
2007,I Am Legend,11,69,585,Drama,Horror,Action,Thriller,Science Fiction,0,0
2007,Virgin Territory,16,43,5,Adventure,Action,Comedy,Romance,0,0,0
2007,Arn: The Knight Templar,23,64,0,Action,Adventure,Drama,Romance,0,0,0
2007,Charlie Wilson's War,20,65,119,Comedy,Drama,History,0,0,0,0
2007,Walk Hard: The Dewey Cox Story,30,66,18,Comedy,Music,0,0,0,0,0
2007,St. Trinian's,13,56,0,Comedy,Family,Science Fiction,0,0,0,0
2007,Blonde Ambition,15,39,0,Comedy,Romance,0,0,0,0,0
2007,The Bucket List,15,70,175,Drama,Comedy,0,0,0,0,0
2007,Aliens vs Predator: Requiem,27,49,41,Fantasy,Action,Science Fiction,Thriller,Horror,0,0
2007,The Great Debaters,18,69,30,Drama,0,0,0,0,0,0
2007,There Will Be Blood,19,79,77,Drama,0,0,0,0,0,0
2008,Yesterday Was a Lie,19,60,0,Drama,Mystery,Science Fiction,Thriller,0,0,0
2008,Lovely, Still,13,62,0,Drama,Romance,0,0,0,0,0
2008,Easy Virtue,11,63,0,Comedy,Romance,0,0,0,0,0
2008,Bled,4,38,0,Horror,0,0,0,0,0,0
2008,One Missed Call,15,47,0,Horror,Mystery,Thriller,0,0,0,0
2008,Welcome to the Sticks,21,68,53,Comedy,0,0,0,0,0,0
2008,27 Dresses,10,61,160,Comedy,Romance,0,0,0,0,0
2008,VeggieTales: The Pirates Who Don't Do Anything,46,59,0,Adventure,Animation,Comedy,Science Fiction,Family,0,0
2008,Asterix at the Olympic Games,28,50,132,Fantasy,Adventure,Comedy,Family,0,0,0
2008,Cloverfield,11,64,170,Action,Thriller,Science Fiction,0,0,0,0
2008,Mad Money,9,59,0,Action,Comedy,Crime,0,0,0,0
2008,Transsiberian,13,65,5,Thriller,Crime,Mystery,0,0,0,0
2008,The Oxford Murders,18,57,0,Crime,Mystery,Thriller,0,0,0,0
2008,Sunshine Cleaning,17,65,16,Comedy,Drama,0,0,0,0,0
2008,Be Kind Rewind,14,62,0,Drama,Comedy,0,0,0,0,0
2008,Hamlet 2,8,61,0,Comedy,Music,0,0,0,0,0
2008,Baghead,7,58,0,Drama,Comedy,Horror,0,0,0,0
2008,Untraceable,11,59,32,Drama,0,0,0,0,0,0
2008,Meet the Spartans,17,37,84,Comedy,0,0,0,0,0,0
2008,How She Move,12,30,0,Drama,0,0,0,0,0,0
2008,CJ7,3,61,47,Comedy,Drama,Family,Fantasy,Science Fiction,0,0
2008,Changeling,10,73,113,Crime,Drama,Mystery,0,0,0,0
2008,Vantage Point,13,62,151,Drama,Action,Thriller,Crime,0,0,0
2008,The Eye,7,55,56,Drama,Horror,Thriller,0,0,0,0
2008,Strange Wilderness,18,47,6,Comedy,0,0,0,0,0,0
2008,Over Her Dead Body,18,53,0,Comedy,0,0,0,0,0,0
2008,Role Models,11,64,92,Comedy,0,0,0,0,0,0
2008,The Cottage,11,63,0,Horror,Comedy,Crime,Thriller,0,0,0
2008,Shine a Light,13,72,0,Documentary,Music,0,0,0,0,0
2008,Fool's Gold,11,54,111,Romance,Comedy,Adventure,0,0,0,0
2008,Welcome Home Roscoe Jenkins,27,57,43,Comedy,Drama,0,0,0,0,0
2008,In Bruges,9,74,34,Comedy,Drama,Crime,0,0,0,0
2008,Definitely, Maybe,17,67,55,Comedy,Romance,0,0,0,0,0
2008,Jumper,6,59,222,Adventure,Fantasy,Science Fiction,0,0,0,0
2008,Gangster's Paradise: Jerusalema,31,68,0,Drama,Action,Crime,Foreign,0,0,0
2008,Standard Operating Procedure,28,66,0,Documentary,0,0,0,0,0,0
2008,The Spiderwick Chronicles,25,63,162,Adventure,Family,Fantasy,0,0,0,0
2008,Step Up 2: The Streets,22,65,150,Music,Drama,Romance,0,0,0,0
2008,Dolphins and Whales: Tribes of the Ocean,40,80,7,Documentary,0,0,0,0,0,0
2008,All the Boys Love Mandy Lane,28,57,0,Horror,Mystery,Thriller,0,0,0,0
2008,Taken,5,72,226,Action,Thriller,0,0,0,0,0
2008,Witless Protection,18,40,0,Action,Adventure,Comedy,Crime,0,0,0
2008,Charlie Bartlett,16,65,0,Comedy,Drama,0,0,0,0,0
2008,The Other Boleyn Girl,21,64,0,Drama,0,0,0,0,0,0
2008,The Bank Job,12,66,64,Thriller,Crime,Drama,0,0,0,0
2008,Semi-Pro,8,54,33,Comedy,0,0,0,0,0,0
2008,Never Back Down,15,64,41,Drama,Action,0,0,0,0,0
